accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,fileURL,yearMonthDay,ticker
0001181431-15-004550,2015-03-12,2015-03-10,2015-03-12T18:34:39.000Z,,4,,,,5468,0,0,xslF345X03/rrd423480.xml,2015.03.10 GORE FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004550/xslF345X03/rrd423480.xml,20150310,AAPL
0001181431-15-004549,2015-03-12,2015-03-10,2015-03-12T18:34:12.000Z,,4,,,,5481,0,0,xslF345X03/rrd423481.xml,2015.03.10 IGER FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004549/xslF345X03/rrd423481.xml,20150310,AAPL
0001181431-15-004548,2015-03-12,2015-03-10,2015-03-12T18:33:47.000Z,,4,,,,5481,0,0,xslF345X03/rrd423482.xml,2015.03.10 JUNG FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004548/xslF345X03/rrd423482.xml,20150310,AAPL
0001181431-15-004547,2015-03-12,2015-03-10,2015-03-12T18:33:20.000Z,,4,,,,5499,0,0,xslF345X03/rrd423483.xml,2015.03.10 LEVINSON FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004547/xslF345X03/rrd423483.xml,20150310,AAPL
0001181431-15-004546,2015-03-12,2015-03-10,2015-03-12T18:32:46.000Z,,4,,,,5473,0,0,xslF345X03/rrd423484.xml,2015.03.10 SUGAR FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004546/xslF345X03/rrd423484.xml,20150310,AAPL
0001181431-15-004545,2015-03-12,2015-03-10,2015-03-12T18:32:12.000Z,,4,,,,5471,0,0,xslF345X03/rrd423485.xml,2015.03.10 WAGNER FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004545/xslF345X03/rrd423485.xml,20150310,AAPL
0001181431-15-004514,2015-03-11,2015-03-09,2015-03-11T18:35:59.000Z,,4,,,,5041,0,0,xslF345X03/rrd423486.xml,2015.03.09 MAESTRI FORM 4 - 10B5-1 SALE,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004514/xslF345X03/rrd423486.xml,20150309,AAPL
0001181431-15-004300,2015-03-06,2015-03-04,2015-03-06T19:38:01.000Z,,4,,,,10605,0,0,xslF345X03/rrd423308.xml,2015.03.04 MAESTRI - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115004300/xslF345X03/rrd423308.xml,20150304,AAPL
0000000000-15-013496,2015-03-04,,2015-03-04T17:03:54.000Z,,UPLOAD,,,,173600,0,0,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/0000320193/000000000015013496/filename1.pdf,20150304,AAPL
0001181431-15-002943,2015-02-20,2015-02-18,2015-02-20T18:31:14.000Z,,4,,,,8536,0,0,xslF345X03/rrd422565.xml,2015.02.18 JUNG FORM 4,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115002943/xslF345X03/rrd422565.xml,20150218,AAPL
0001181431-15-002743,2015-02-18,2015-02-15,2015-02-18T18:31:17.000Z,,4,,,,9016,0,0,xslF345X03/rrd422429.xml,2015.02.15 KONDO - RSU VESTING AND ESPP,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115002743/xslF345X03/rrd422429.xml,20150215,AAPL
0001193125-15-045292,2015-02-12,,2015-02-12T06:07:38.000Z,34,SD,001-36743,15601802,,338049,0,0,d864750dsd.htm,SD,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515045292/d864750dsd.htm,20150212,AAPL
0000932471-15-003679,2015-02-10,,2015-02-10T11:16:35.000Z,34,SC 13G,005-33632,15591143,,39596,0,0,appleinc.htm,,https://www.sec.gov/Archives/edgar/data/0000320193/000093247115003679/appleinc.htm,20150210,AAPL
0001193125-15-039270,2015-02-09,2015-02-02,2015-02-09T16:53:06.000Z,34,8-K,001-36743,15589180,"8.01,9.01",394923,0,0,d868302d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515039270/d868302d8k.htm,20150202,AAPL
0001181431-15-001907,2015-02-03,2015-02-01,2015-02-03T18:32:45.000Z,,4,,,,7025,0,0,xslF345X03/rrd421940.xml,2015.02.01 DREXLER FORM 4 - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001907/xslF345X03/rrd421940.xml,20150201,AAPL
0001181431-15-001906,2015-02-03,2015-02-01,2015-02-03T18:32:28.000Z,,4,,,,7015,0,0,xslF345X03/rrd421942.xml,2015.02.03 GORE FORM 4 - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001906/xslF345X03/rrd421942.xml,20150201,AAPL
0001181431-15-001903,2015-02-03,2015-02-01,2015-02-03T18:32:09.000Z,,4,,,,7755,0,0,xslF345X03/rrd421943.xml,2015.2.03 IGER FORM 4 - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001903/xslF345X03/rrd421943.xml,20150201,AAPL
0001181431-15-001902,2015-02-03,2015-02-01,2015-02-03T18:31:52.000Z,,4,,,,7027,0,0,xslF345X03/rrd421944.xml,2015.02.01 JUNG FORM 4 - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001902/xslF345X03/rrd421944.xml,20150201,AAPL
0001181431-15-001901,2015-02-03,2015-02-01,2015-02-03T18:31:32.000Z,,4,,,,7691,0,0,xslF345X03/rrd421946.xml,2015.02.01 LEVINSON FORM 4 - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001901/xslF345X03/rrd421946.xml,20150201,AAPL
0001181431-15-001900,2015-02-03,2015-02-01,2015-02-03T18:31:13.000Z,,4,,,,7019,0,0,xslF345X03/rrd421947.xml,2015.02.01 SUGAR FORM 4 - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001900/xslF345X03/rrd421947.xml,20150201,AAPL
0001181431-15-001898,2015-02-03,2015-02-01,2015-02-03T18:30:52.000Z,,4,,,,6806,0,0,xslF345X03/rrd421948.xml,2015.02.01 WAGNER FORM 4 - RSU VESTING,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001898/xslF345X03/rrd421948.xml,20150201,AAPL
0001193125-15-031599,2015-02-03,,2015-02-03T16:30:16.000Z,33,424B2,333-188191,15571551,,435171,0,0,d861669d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515031599/d861669d424b2.htm,20150203,AAPL
0001193125-15-030106,2015-02-03,,2015-02-02T21:34:07.000Z,34,FWP,333-188191,15569012,,37459,0,0,d864529dfwp.htm,FREE WRITING PROSPECTUS,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515030106/d864529dfwp.htm,20150203,AAPL
0001086364-15-001457,2015-02-02,,2015-02-02T12:12:47.000Z,34,SC 13G/A,005-33632,15565636,,13407,0,0,apple.inc.txt,,https://www.sec.gov/Archives/edgar/data/0000320193/000108636415001457/apple.inc.txt,20150202,AAPL
0001193125-15-028777,2015-02-02,,2015-02-02T08:46:07.000Z,33,424B2,333-188191,15564954,,412238,0,0,d861669d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515028777/d861669d424b2.htm,20150202,AAPL
0001181431-15-001700,2015-01-30,2015-01-26,2015-01-30T18:32:11.000Z,,3,,,,13347,0,0,xslF345X02/rrd421794.xml,2015.01.30 KONDO FORM 3,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001700/xslF345X02/rrd421794.xml,20150126,AAPL
0001193125-15-023732,2015-01-28,2015-01-28,2015-01-28T16:48:46.000Z,34,8-K,001-36743,15555430,"8.01,9.01",11968495,1,0,d835617d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515023732/d835617d8k.htm,20150128,AAPL
0001193125-15-023697,2015-01-28,2014-12-27,2015-01-28T16:39:32.000Z,34,10-Q,001-36743,15555294,,7838312,1,0,d835533d10q.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515023697/d835533d10q.htm,20141227,AAPL
0001181431-15-001513,2015-01-27,2015-01-23,2015-01-27T18:30:31.000Z,,4,,,,6886,0,0,xslF345X03/rrd421705.xml,2015.01.23 RICCIO FORM 4 - 10B5.1 PLAN,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115001513/xslF345X03/rrd421705.xml,20150123,AAPL
0001193125-15-021857,2015-01-27,2015-01-27,2015-01-27T16:31:00.000Z,34,8-K,001-36743,15552085,"2.02,9.01",143408,0,0,d835619d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515021857/d835619d8k.htm,20150127,AAPL
0001193125-15-017614,2015-01-22,,2015-01-22T17:04:10.000Z,34,DEFA14A,001-36743,15542585,,865770,0,0,d851928ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515017614/d851928ddefa14a.htm,20150122,AAPL
0001193125-15-017607,2015-01-22,2015-03-10,2015-01-22T17:02:03.000Z,34,DEF 14A,001-36743,15542570,,1532332,0,0,d774604ddef14a.htm,DEFINITIVE PROXY STATEMENT,https://www.sec.gov/Archives/edgar/data/0000320193/000119312515017607/d774604ddef14a.htm,20150310,AAPL
0001181431-15-000052,2015-01-02,2014-12-30,2015-01-02T18:30:06.000Z,,4,,,,6882,0,0,xslF345X03/rrd420908.xml,2014.12.30 RICCIO FORM 4 - 10B5-1,https://www.sec.gov/Archives/edgar/data/0000320193/000118143115000052/xslF345X03/rrd420908.xml,20141230,AAPL
9999999997-15-000140,2014-12-30,2014-11-17,2015-01-09T12:49:39.000Z,34,NO ACT,001-36743,14008453,,1381,0,0,9999999997-15-000140.paper,AUTO-GENERATED PAPER DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000320193/999999999715000140/9999999997-15-000140.paper,20141117,AAPL
9999999997-15-000139,2014-12-29,2014-10-31,2015-01-09T12:34:47.000Z,34,NO ACT,001-36743,14008451,,1381,0,0,9999999997-15-000139.paper,AUTO-GENERATED PAPER DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000320193/999999999715000139/9999999997-15-000139.paper,20141031,AAPL
0001181431-14-039555,2014-12-23,2014-12-19,2014-12-23T18:30:33.000Z,,4,,,,4989,0,0,xslF345X03/rrd420694.xml,2014.12.22 LEVINSON FORM 4 - GIFT TRANSFER,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114039555/xslF345X03/rrd420694.xml,20141219,AAPL
9999999997-14-016001,2014-12-11,2014-10-31,2014-12-18T12:28:01.000Z,34,NO ACT,001-36743,14008711,,1381,0,0,9999999997-14-016001.paper,AUTO-GENERATED PAPER DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000320193/999999999714016001/9999999997-14-016001.paper,20141031,AAPL
9999999997-14-015701,2014-12-04,2014-10-31,2014-12-08T15:39:50.000Z,34,NO ACT,001-36743,14008607,,1381,0,0,9999999997-14-015701.paper,AUTO-GENERATED PAPER DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000320193/999999999714015701/9999999997-14-015701.paper,20141031,AAPL
0001181431-14-037340,2014-11-25,2014-11-21,2014-11-25T18:29:35.000Z,,4,,,,6659,0,0,xslF345X03/rrd419334.xml,2014.11.21 FEDERIGHI FORM 4 - SALE,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114037340/xslF345X03/rrd419334.xml,20141121,AAPL
0001181431-14-037066,2014-11-21,2014-11-20,2014-11-21T18:30:40.000Z,,4,,,,6887,0,0,xslF345X03/rrd419259.xml,2014.11.20 RICCIO FORM 4 - 10B5.1 SALE,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114037066/xslF345X03/rrd419259.xml,20141120,AAPL
9999999997-14-015004,2014-11-13,,2014-11-13T17:36:43.000Z,34,CERTNYS,001-36743,14007839,,1347,0,0,9999999997-14-015004.paper,AUTO-GENERATED PAPER DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000320193/999999999714015004/9999999997-14-015004.paper,20141113,AAPL
0001193125-14-409218,2014-11-12,,2014-11-12T16:06:03.000Z,34,8-A12B,001-36743,141213987,,18154,0,0,d818845d8a12b.htm,8-A12B,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514409218/d818845d8a12b.htm,20141112,AAPL
0001193125-14-406296,2014-11-10,2014-11-04,2014-11-10T17:05:54.000Z,34,8-K,000-10030,141209609,"8.01,9.01",295071,0,0,d816414d8k.htm,FORM 8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514406296/d816414d8k.htm,20141104,AAPL
0001181431-14-035942,2014-11-07,2014-11-05,2014-11-07T18:31:58.000Z,,4,,,,5016,0,0,xslF345X03/rrd418443.xml,2014.11.05 RICCIO FORM 4 - 10B5-1 SALE,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114035942/xslF345X03/rrd418443.xml,20141105,AAPL
0001193125-14-398779,2014-11-05,,2014-11-05T17:17:13.000Z,33,424B2,333-188191,141197794,,442572,0,0,d812009d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514398779/d812009d424b2.htm,20141105,AAPL
0001193125-14-395979,2014-11-04,,2014-11-04T14:40:00.000Z,34,FWP,333-188191,141192688,,20277,0,0,d817191dfwp.htm,FREE WRITING PROSPECTUS,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514395979/d817191dfwp.htm,20141104,AAPL
0001193125-14-394996,2014-11-04,,2014-11-04T06:07:55.000Z,33,424B2,333-188191,141190986,,431549,0,0,d812009d424b2.htm,424B2,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514394996/d812009d424b2.htm,20141104,AAPL
0001181431-14-035179,2014-10-31,2014-10-30,2014-10-31T18:31:22.000Z,,4,,,,6902,0,0,xslF345X03/rrd418098.xml,2014.10.30 CUE FORM 4 - SALES,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114035179/xslF345X03/rrd418098.xml,20141030,AAPL
0001193125-14-383437,2014-10-27,2014-09-27,2014-10-27T17:11:55.000Z,34,10-K,000-10030,141175110,,12082626,1,0,d783162d10k.htm,10-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514383437/d783162d10k.htm,20140927,AAPL
0001181431-14-034755,2014-10-23,2014-10-21,2014-10-23T18:31:52.000Z,,4,,,,6876,0,0,xslF345X03/rrd417838.xml,2014.10.21 MAESTRI - 10B5-1 SALE,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034755/xslF345X03/rrd417838.xml,20141021,AAPL
0001181431-14-034625,2014-10-21,2014-10-17,2014-10-21T18:35:47.000Z,,4,,,,7836,0,0,xslF345X03/rrd417741.xml,2014.10.17 WILLIAMS FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034625/xslF345X03/rrd417741.xml,20141017,AAPL
0001181431-14-034624,2014-10-21,2014-10-17,2014-10-21T18:35:28.000Z,,4,,,,7830,0,0,xslF345X03/rrd417740.xml,2014.10.17 SEWELL FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034624/xslF345X03/rrd417740.xml,20141017,AAPL
0001181431-14-034623,2014-10-21,2014-10-17,2014-10-21T18:35:11.000Z,,4,,,,7860,0,0,xslF345X03/rrd417739.xml,2014.10.17 SCHILLER FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034623/xslF345X03/rrd417739.xml,20141017,AAPL
0001181431-14-034622,2014-10-21,2014-10-17,2014-10-21T18:34:52.000Z,,4,,,,7825,0,0,xslF345X03/rrd417738.xml,2014.10.17 RICCIO FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034622/xslF345X03/rrd417738.xml,20141017,AAPL
0001181431-14-034621,2014-10-21,2014-10-17,2014-10-21T18:34:36.000Z,,4,,,,7819,0,0,xslF345X03/rrd417737.xml,2014.10.17 MAESTRI FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034621/xslF345X03/rrd417737.xml,20141017,AAPL
0001181431-14-034620,2014-10-21,2014-10-17,2014-10-21T18:34:15.000Z,,4,,,,7825,0,0,xslF345X03/rrd417735.xml,2014.10.17 FEDERIGHI FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034620/xslF345X03/rrd417735.xml,20141017,AAPL
0001181431-14-034619,2014-10-21,2014-10-17,2014-10-21T18:33:50.000Z,,4,,,,7836,0,0,xslF345X03/rrd417734.xml,2014.10.17 CUE FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034619/xslF345X03/rrd417734.xml,20141017,AAPL
0001181431-14-034618,2014-10-21,2014-10-17,2014-10-21T18:33:30.000Z,,4,,,,7828,0,0,xslF345X03/rrd417707.xml,2014.10.17 AHRENDTS FORM 4 - RSU GRANT,https://www.sec.gov/Archives/edgar/data/0000320193/000118143114034618/xslF345X03/rrd417707.xml,20141017,AAPL
0001193125-14-376361,2014-10-20,2014-10-20,2014-10-20T16:30:39.000Z,34,8-K,000-10030,141164188,"2.02,9.01",168003,0,0,d806538d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000320193/000119312514376361/d806538d8k.htm,20141020,AAPL
0001127602-25-016515,2025-06-03,2025-05-30,2025-06-03T20:34:39.000Z,,4,,,,8319,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225016515/xslF345X05/form4.xml,20250530,INTC
0001127602-25-016513,2025-06-03,2025-05-30,2025-06-03T20:33:47.000Z,,4,,,,9059,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225016513/xslF345X05/form4.xml,20250530,INTC
0001127602-25-016503,2025-06-03,2025-05-30,2025-06-03T20:31:43.000Z,,4,,,,19394,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225016503/xslF345X05/form4.xml,20250530,INTC
0001127602-25-016494,2025-06-03,2025-05-30,2025-06-03T20:30:22.000Z,,4,,,,8370,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225016494/xslF345X05/form4.xml,20250530,INTC
0000050863-25-000089,2025-05-21,,2025-05-21T20:53:30.000Z,34,SD,000-06217,25973752,,565852,0,0,a05212025formsd.htm,SD,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000089/a05212025formsd.htm,20250521,INTC
0000050863-25-000087,2025-05-13,2025-03-31,2025-05-12T23:01:23.000Z,34,13F-HR,028-04527,25936576,,5659,0,0,xslForm13F_X02/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000087/xslForm13F_X02/primary_doc.xml,20250331,INTC
0000050863-25-000084,2025-05-09,2025-05-06,2025-05-09T20:04:30.000Z,34,8-K,000-06217,25930267,5.07,201755,1,1,intc-20250506.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000084/intc-20250506.htm,20250506,INTC
0001127602-25-013742,2025-05-08,2025-05-07,2025-05-08T21:25:47.000Z,,4,,,,14704,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013742/xslF345X05/form4.xml,20250507,INTC
0001127602-25-013741,2025-05-08,2025-05-06,2025-05-08T21:23:22.000Z,,4,,,,15684,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013741/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013740,2025-05-08,2025-05-06,2025-05-08T21:22:20.000Z,,4,,,,13368,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013740/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013739,2025-05-08,2025-05-07,2025-05-08T21:17:03.000Z,,4,,,,5365,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013739/xslF345X05/form4.xml,20250507,INTC
0001127602-25-013738,2025-05-08,2025-05-06,2025-05-08T21:13:17.000Z,,4,,,,9096,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013738/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013735,2025-05-08,2025-05-07,2025-05-08T21:12:09.000Z,,4,,,,7814,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013735/xslF345X05/form4.xml,20250507,INTC
0001127602-25-013734,2025-05-08,2025-05-06,2025-05-08T21:10:52.000Z,,4,,,,9129,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013734/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013732,2025-05-08,2025-05-06,2025-05-08T21:09:50.000Z,,4,,,,6810,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013732/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013726,2025-05-08,2025-05-06,2025-05-08T21:03:29.000Z,,4,,,,12669,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013726/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013723,2025-05-08,2025-05-06,2025-05-08T20:58:47.000Z,,4,,,,9193,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013723/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013720,2025-05-08,2025-05-06,2025-05-08T20:57:14.000Z,,4,,,,12690,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013720/xslF345X05/form4.xml,20250506,INTC
0001127602-25-013180,2025-05-02,2025-04-30,2025-05-02T20:14:21.000Z,,4,,,,13834,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013180/xslF345X05/form4.xml,20250430,INTC
0001127602-25-013177,2025-05-02,2025-04-30,2025-05-02T20:13:27.000Z,,4,,,,8371,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225013177/xslF345X05/form4.xml,20250430,INTC
0000050863-25-000079,2025-04-30,2025-04-28,2025-04-30T12:34:24.000Z,34,8-K,000-06217,25891179,5.02,161241,1,1,intc-20250428.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000079/intc-20250428.htm,20250428,INTC
0000050863-25-000077,2025-04-25,,2025-04-25T20:11:38.000Z,34,DEFA14A,000-06217,25874089,,2531312,0,0,defa14a-additionalmaterials.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000077/defa14a-additionalmaterials.htm,20250425,INTC
0000050863-25-000075,2025-04-25,,2025-04-24T22:40:47.000Z,34,IRANNOTICE,000-06217,25869275,,35671,0,0,q12025irannotice.htm,IRANNOTICE,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000075/q12025irannotice.htm,20250425,INTC
0000050863-25-000074,2025-04-25,2025-03-29,2025-04-24T22:39:04.000Z,34,10-Q,000-06217,25869271,,9408826,1,1,intc-20250329.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000074/intc-20250329.htm,20250329,INTC
0000050863-25-000070,2025-04-24,2025-04-24,2025-04-24T20:05:05.000Z,34,8-K,000-06217,25867234,"2.02,2.05,9.01",674423,1,1,intc-20250424.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000070/intc-20250424.htm,20250424,INTC
0000050863-25-000063,2025-04-17,2025-04-14,2025-04-17T20:18:36.000Z,34,8-K,000-06217,25847567,"1.01,8.01,9.01",214323,1,1,intc-20250414.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000063/intc-20250414.htm,20250414,INTC
0001193125-25-079727,2025-04-14,2025-04-14,2025-04-14T12:36:38.000Z,34,8-K,000-06217,25834290,"8.01,9.01",195365,1,1,d901587d8k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000050863/000119312525079727/d901587d8k.htm,20250414,INTC
0000921895-25-001059,2025-04-11,,2025-04-11T19:58:03.000Z,34,PX14A6G,000-06217,25831474,,64237,0,0,px14a6g14098intc_04112025.htm,,https://www.sec.gov/Archives/edgar/data/0000050863/000092189525001059/px14a6g14098intc_04112025.htm,20250411,INTC
0001127602-25-010794,2025-04-01,2025-03-28,2025-04-01T20:29:26.000Z,,4,,,,5221,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225010794/xslF345X05/form4.xml,20250328,INTC
0001127602-25-010793,2025-04-01,2025-03-28,2025-04-01T20:27:51.000Z,,4,,,,5203,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225010793/xslF345X05/form4.xml,20250328,INTC
0000050863-25-000060,2025-03-28,2025-03-27,2025-03-28T00:10:42.000Z,34,8-K,000-06217,25781126,"2.01,9.01",162402,1,1,intc-20250327.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000060/intc-20250327.htm,20250327,INTC
0000050863-25-000057,2025-03-27,,2025-03-27T11:54:14.000Z,34,DEFA14A,000-06217,25775362,,2260177,0,0,a2025noticeaccess.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000057/a2025noticeaccess.htm,20250327,INTC
0000050863-25-000054,2025-03-27,2025-03-27,2025-03-27T11:45:44.000Z,34,DEF 14A,000-06217,25775337,,88545227,1,1,intc-20250327.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000054/intc-20250327.htm,20250327,INTC
0000050863-25-000052,2025-03-27,2025-03-26,2025-03-27T11:37:30.000Z,34,ARS,000-06217,25775322,,13153391,0,0,a2024arsform10-k.pdf,ARS,https://www.sec.gov/Archives/edgar/data/0000050863/000005086325000052/a2024arsform10-k.pdf,20250326,INTC
0000950172-25-000078,2025-03-25,,2025-03-25T20:44:32.000Z,33,D,021-542110,25768938,06b,19871,0,0,xslFormDX01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000050863/000095017225000078/xslFormDX01/primary_doc.xml,20250325,INTC
0001127602-25-010360,2025-03-25,2025-03-21,2025-03-25T20:30:52.000Z,,4,,,,6357,0,0,xslF345X05/form4.xml,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/0000050863/000112760225010360/xslF345X05/form4.xml,20250321,INTC
